5.0	this_movie_needed_to_be_made
5.0	a_rock_n_roll_history_lesson
5.0	a_musthave_video_if_you_grew_up_in_the_s_or_s
5.0	if_you_like_doowop_you_gotta_have_this_dvd
5.0	professional_excellence
5.0	marvelous_just_marvelous
5.0	pittsburgh__home_of_the_oldies
5.0	doo_wop_recorded_history_a_must_have_item
5.0	rock_rythm_and_doowop
5.0	unbelievable_best_concert
5.0	another_outstanding_performance_and_concert
5.0	outstanding_whether_it_is_either_on_vhs_or_dvd
5.0	far_from_home_the_adventures_of_yellow_dog
5.0	spectacular_and_suspenseful_family_film
5.0	a_truly_wonderful_family_film
5.0	excellent_family_movie
5.0	awesome_dog_movie
5.0	a_movie_for_all_ages
5.0	great_american_movie
5.0	amazing
5.0	family_movie
5.0	family_entertainment_thats_not_just_for_the_kids
5.0	thanx
5.0	family_movie
5.0	fabulous_and_realistic
5.0	yellow_dog
5.0	great_family_movie
5.0	i_love_dogs
5.0	good_family_video
5.0	far_from_home_adventures_of_yellow_dog
5.0	whos_the_man
5.0	a_classic
5.0	deep_wideranging_phonics_coverage
5.0	dont_fear_the_reaper
5.0	as_crisp_as_a_live_recording_can_be
5.0	bee_gees__live_by_request
5.0	the_bee_gees_rule
5.0	great_concert
5.0	wonderful
5.0	hope
5.0	finding_hope_in_the_face_of_loss
5.0	very_inspiring_great_for_teenagers_and_young_adults
5.0	exceptional
5.0	terrific_dvd_for_anyone_suffering
5.0	wow
5.0	ouar_only_hope
5.0	extremely_inspisrational
5.0	one_of_my_favorites
5.0	great_movie
5.0	i_love_a_well_rounded_movie_dont_you
5.0	the_count_of_monte_cristo_bluray
5.0	better_than_the_book
5.0	one_of_the_best_adventure_movies_ever
5.0	awesome
5.0	good
5.0	an_all_around_great_movie
5.0	the_best_version_of_the_count_of_monte_cristo_i_have_seen
5.0	my_favorite_movie
5.0	spellbinding
5.0	this_movie_had_a_story
5.0	love_this_movie_but_hard_to_find_in_stores
5.0	make_sure_theyre_sitting_down_when_you_tell_them
5.0	in_my_top__great_movies
5.0	superb_acting_and_action
5.0	wow
5.0	a_movie_that_meets_the_standards_of_the_book
5.0	a_classic_movie
5.0	excellent
5.0	the_count_of_monte_cristo
5.0	an_unexpected_treat
5.0	excellent_movie_you_wont_pause_it_for_anything
5.0	quotyou_must_look_into_that_stormquot
5.0	fabulous_entertainment
5.0	excellent
5.0	excellent
5.0	our_family_rates_this_as_one_of_our_favorite_movies
5.0	amazing_film__but_with_a_couple_of_minor_glitches
5.0	great_job
5.0	amazing
5.0	le_sigh
5.0	count_on_this_version_of_the_count
5.0	very_good_quality
5.0	awesome
5.0	love_this_movie
5.0	great_birthday_present
5.0	the_count_of_monte_cristo
5.0	entertaining
5.0	watched_many_times
5.0	count_on_revenge_and_then_some
5.0	a_surprisingly_fresh_and_superb_adventure_film
5.0	breathtakingthey_just_dont_make_em_like_this_anymore
5.0	book_nazis_need_to_chill
5.0	fantastic_swashbuckling_tail
5.0	great_movie
5.0	a_production_very_well_done
5.0	favorite_movie_of_all_time
5.0	the_count_of_monte_cristo
5.0	great_movie
5.0	great_actorjim_caviezel
5.0	awesome
5.0	greatest_revenge_movie_ever
5.0	le_comte_de_monte_cristo_dvd
5.0	exceptional_movie_for_a_reasonable_cost
5.0	best_film_ever
5.0	count_of_monte_christo_dvd
5.0	the_count_of_monte_cristo
5.0	great_movie
5.0	count_of_monte_cristo
5.0	amazing_movie
5.0	perfect
5.0	great_movie_a
5.0	the_count_of_monte_cristo
5.0	love_it
5.0	great_moviesclassic
5.0	dvd_review
5.0	the_swashbucklers_win
5.0	the_count_of_monte_christo
5.0	the_count_of_monte_cristo__vhs
5.0	count_of_monte_cristo__good_movie
5.0	great_classic
5.0	blood_sweat_and_tears
5.0	great_customer_service
5.0	revenge_is_a_dish_best_served_cold
5.0	great_movie
5.0	great_movie_based_on_a_great_book
5.0	god_give_me_justice
5.0	fantastic_movie_that_is_entertaining_and_enlightening
5.0	full_circle
5.0	love_love_love_this_movie
5.0	product_review
5.0	the_count_of_monte_cristo_kicks_ass
5.0	this_is_a_great_film_overlooked_by_so_many_totally_worth_watching
5.0	one_of_my_favorite_movies_with_moral_lessons_to_be_learned
5.0	revenge_justice_or_both
5.0	really_great
5.0	perfect_movie
5.0	the_poor_seaman_becomes_a_mega_rich_count_of_monte_cristo
5.0	dvd_purchase
5.0	excellent_fast_paced_film
5.0	where_is_mercy_im_not_a_saint
5.0	dd
5.0	good_entertainment
5.0	count_on_a_great_freakin_movie
5.0	better_than_the_book
5.0	literature_comes_to_life
5.0	great_movie
5.0	fantastic_story
5.0	dont_miss_it
5.0	the_count_of_monte_cristo
5.0	great_movie
5.0	the_ultimate_revenge_movie
5.0	stunning
5.0	quality_extra_features_the_way_dvds_should_be_made
5.0	a_true_great_classic
5.0	excellent_date_movie
5.0	exceeding_expectations
5.0	wow
5.0	wonderful_underhyped_movie
5.0	phew_what_a_relief
5.0	one_of_the_best_films_of_
5.0	superb
5.0	this_movie_rocks
5.0	what_is_wrong_with_you_people
5.0	use_this_movie_for_teaching
5.0	love_this_movie
5.0	great_gift
5.0	one_of_my_favorite_movies
5.0	the_way_movies_based_upon_books_should_be
5.0	great_acting_great_story
5.0	this_is_one_of_the_best_films_i_have_seen_in_a_long_time
5.0	first_time_buyer
5.0	excellent__a_must_see
5.0	speedy_delivery
5.0	one_of_the
5.0	the_count_of_monte_cristo
5.0	james_c_and_the_count
5.0	wow
5.0	excellent_movie_go_watch_it
5.0	read_the_book_seen_the_movie
5.0	superb
5.0	swashbuckling_intensity_that_never_lets_up
5.0	breathtakingthey_just_dont_make_em_like_this_anymore
5.0	internal_strength_encompassed_in_a_guys_movie
5.0	critics_are_wrong
5.0	revenge_can_kill_you_yet_its_what_kept_him_alive
5.0	a_fine_adaption_of_the_dumas_classic
5.0	its_not_like_the_book
5.0	love_this_film
5.0	at_lasta_romantic_movie_without_the_dirty_smut
5.0	revenge_is_gods_justicebut_he_is_in_charge
5.0	this_counts_as_a_classic
5.0	classic_score
5.0	a_great_movie
5.0	the_count_of_monte_cristo
5.0	bluray_dvd__the_count_of_monte_cristo
5.0	i_couldnt_stop_watching
5.0	an_entertaining_time_in_revolutionary_france
5.0	this_movie_rocks
5.0	intriguing_classic_tale_of_betrayal_injustice_and_revenge
5.0	i_loved_this_movie
5.0	lovely
5.0	absolutely_stellar
5.0	this_movie_was_amazing
5.0	the_film_that_has_everything
5.0	never_read_the_book_
5.0	amazing_movie_with_an_exceptional_plot_and_great_twists
5.0	high_ratings_for_main_and_supporting_character
5.0	great_movie
5.0	amazing
5.0	stupendous
5.0	wow
5.0	one_of_my_very_favorite_movies
5.0	loved_the_book_loved_the_movie
5.0	i_dont_believe_in_god_doesnt_matterhe_believes_in_you
5.0	such_an_underrated_movie
5.0	more_satisfying_for_an_old_man
5.0	the_count_of_monte_cristo
5.0	count_of_monte_cristro
5.0	great_love_story_with_a_moral
5.0	one_of_my_favorites
5.0	why_does_everyone_hate_this_film
5.0	pleasantly_surprised
5.0	whats_better_than_a_hot_guy_getting_revenge
5.0	borrow_now_pay_later__an_american_way_of_life
5.0	great_dvd_for_a_high_school_classroom
5.0	go_danny_go
5.0	the_usurious_state_of_america
5.0	one_nation_under_credit_cards_freedom_for_all
5.0	a_must_for_young_adults
5.0	great_dvd
5.0	in_debt_we_should_all_trust_
5.0	awesome_docu_and_the_music_is_great
5.0	wonderful_portrait_of_van_gogh
5.0	poignant_and_profound
5.0	the_eyes_of_van_gogh
5.0	nine_opinions_from_imdbcom_ratings
5.0	sorry_im_a_drip
5.0	awesome
5.0	the_time_machine
5.0	this_was_vicarious_fantasy_like_no_other_film_of_its_kind
5.0	an_enduring_classic
5.0	the_all_time_classic_adventure
5.0	a_great_look_at_movie_history
5.0	a_true_work_of_art
5.0	much_better_than_the_remake
5.0	the_one_only_and_future_time_machine
5.0	a_classic_with_some_cool_extras
5.0	the_time_machine
5.0	a_timeless_classic_groundbreaking_visual_effects
5.0	extraordinary_movie
5.0	once_upon_a_wondrous_time
5.0	hg_wells_classic_story_is_done_proud
5.0	a_great_scifi_classic
5.0	this_movie_makes_you_wonder
5.0	a_classic_that_has_held_up_well_over_time
5.0	a_great_very_entertaining_movie
5.0	old_stories
5.0	a_great_scifi_classic
5.0	great_treatment_of_a_great_story
5.0	travel_through_time_once_again
5.0	classics_on_dvd
5.0	great_classic_science_fiction
5.0	th_century
5.0	great_movie
5.0	time_machine_with_rod_taylor
5.0	best_time_travels_movies_every
5.0	space_hunter
5.0	great_gift
5.0	best_time_travel_movie
5.0	classic_scifi
5.0	a_film_to_cherish_throughout_time
5.0	time_machine
5.0	great_buy_at_this_price
5.0	the_time_machine
5.0	a_blast_from_the_past_for_the_future
5.0	nothing_beats_the_original
5.0	a_classic
5.0	the_time_machine__dvd
5.0	a_timeless_treasure
5.0	timeless
5.0	the_time_machine
5.0	time_travel
